price,diff_1_day,diff_7_day,diff_14_day,diff_30_day,ma_7_day,ma_14_day,ma_30_day,diff_ma_7_day,diff_ma_14_day,diff_ma_30_day,prediction,id,date,name
6873,0.0,332.0,602.0,893.0,6654.142857142857,6534.714285714285,6248.933333333333,47.42857142857156,43.0,29.766666666666424,6879.0,251,2024-07-27,Clean marrentill
4619,0.0,165.0,397.0,720.0,4537.571428571428,4410.5,4299.533333333334,23.57142857142844,28.35714285714312,24.0,4622.0,257,2024-07-27,Clean ranarr
1921,0.0,20.0,23.0,-31.0,1918.142857142857,1909.142857142857,1916.6333333333332,2.8571428571428896,1.6428571428571104,-1.033333333333303,1925.0,3000,2024-07-25,Clean snapdragon
6388,0.0,93.0,222.0,335.0,6331.428571428572,6267.785714285715,6200.133333333333,13.285714285714675,15.857142857143115,11.16666666666697,6399.0,12172,2024-07-27,Clean spirit weed
261,0.0,4.0,9.0,18.0,260.85714285714283,257.6428571428572,255.83333333333331,0.5714285714285552,0.6428571428571672,0.6000000000000227,260.0,253,2024-07-27,Clean tarromin
6076,0.0,-70.0,227.0,499.0,6091.142857142857,6107.714285714285,5879.433333333333,-10.0,16.214285714285325,16.633333333333212,6097.0,2998,2024-07-27,Clean toadflax
5226,70.0,-207.0,261.0,1309.0,5280.285714285715,5258.857142857143,4842.766666666666,-29.57142857142844,18.642857142857792,43.63333333333321,5234.0,269,2024-07-27,Clean torstol
2287,0.0,2.0,2.0,-134.0,2286.428571428572,2285.714285714286,2328.4333333333334,0.2857142857142207,0.1428571428573377,-4.466666666666697,2292.0,14854,2024-07-27,Clean wergali
1078,0.0,-22.0,-36.0,3.0,1090.571428571429,1100.0,1101.0666666666666,-3.1428571428571104,-2.571428571428669,0.099999999999909,1080.0,12109,2024-07-27,Cockatrice egg
7953,0.0,-62.0,-62.0,-62.0,7953.0,7984.0,8000.533333333334,-8.857142857143117,-4.428571428571559,-2.066666666666606,7971.0,5976,2024-07-07,Coconut
9247,0.0,-192.0,-192.0,-192.0,9247.0,9343.0,9394.2,-27.42857142857065,-13.714285714286234,-6.399999999999636,9261.0,5935,2024-07-14,Coconut milk
193,2.0,5.0,-4.0,7.0,190.8571428571429,191.78571428571428,190.56666666666663,0.7142857142857224,-0.285714285714306,0.23333333333332,192.0,6693,2024-07-27,Crushed nest
2415,-15.0,22.0,117.0,210.0,2422.8571428571427,2389.8571428571427,2304.2,3.142857142856883,8.357142857142662,7.0,2420.0,32843,2024-07-27,Crystal flask
365,0.0,12.0,12.0,12.0,365.0,359.0,355.8,1.7142857142857224,0.8571428571428328,0.4000000000000341,364.0,4460,2024-06-20,Cup of hot water
79,0.0,3.0,3.0,3.0,79.0,77.5,76.7,0.4285714285714306,0.2142857142857082,0.1000000000000085,77.0,4458,2024-02-08,Cup of water
211,0.0,-2.0,-2.0,-1.0,211.0,212.0,212.03333333333333,-0.2857142857142776,-0.1428571428571388,-0.0333333333333314,209.0,9735,2024-07-20,Desert goat horn
221,0.0,10.0,14.0,25.0,215.57142857142856,212.42857142857144,206.9333333333333,1.4285714285714448,1.0,0.8333333333333428,219.0,48922,2024-07-27,Dinosaur claws
199,0.0,-9.0,-11.0,-49.0,198.8571428571429,205.7142857142857,216.2333333333333,-1.2857142857142776,-0.7857142857142776,-1.6333333333333542,197.0,241,2024-07-27,Dragon scale dust
14644,0.0,13.0,13.0,265.0,14642.142857142857,14636.57142857143,14521.7,1.857142857143117,0.928571428572468,8.83333333333394,14684.0,48771,2024-07-27,Dragonfruit
7000,0.0,127.0,127.0,245.0,7000.0,6936.5,6838.6,18.142857142856883,9.071428571428442,8.16666666666697,7025.0,109,2024-07-25,Dwarf weed potion (unf)
7,0.0,1.0,1.0,-2.0,7.0,6.5,6.8,0.1428571428571432,0.0714285714285711,-0.0666666666666664,5.0,221,2024-07-25,Eye of newt
7607,0.0,-282.0,-846.0,-624.0,7768.142857142857,7928.857142857143,8195.0,-40.28571428571468,-60.42857142857156,-20.799999999999272,7631.0,43981,2024-07-27,Fallfaced wool
5401,0.0,210.0,210.0,210.0,5371.0,5281.0,5233.0,30.0,15.0,7.0,5424.0,21628,2024-07-27,Fellstalk potion (unf)
852,0.0,21.0,-8.0,14.0,850.2857142857143,844.7857142857143,849.7333333333333,3.0,-0.5714285714285552,0.466666666666697,853.0,9736,2024-07-27,Goat horn dust
5546,0.0,38.0,38.0,74.0,5524.285714285715,5516.142857142857,5502.2,5.428571428571559,2.7142857142853245,2.4666666666662422,5560.0,48773,2024-07-27,Golden dragonfruit
19551,0.0,-917.0,-917.0,-1870.0,19551.0,20009.5,20349.33333333333,-131.0,-65.5,-62.33333333333576,19549.0,48243,2024-07-16,Grimy arbuck
503,10.0,32.0,-9.0,-9.0,485.8571428571428,490.1428571428572,500.9333333333333,4.571428571428555,-0.6428571428571104,-0.3000000000000113,504.0,211,2024-07-27,Grimy avantoe
11843,0.0,-522.0,-522.0,-982.0,11843.0,12104.0,12319.866666666669,-74.57142857142935,-37.285714285713766,-32.733333333333576,11844.0,37975,2024-07-18,Grimy bloodweed
1293,29.0,-43.0,-5.0,-95.0,1270.571428571429,1296.428571428571,1340.4333333333334,-6.14285714285711,-0.3571428571428896,-3.166666666666515,1293.0,215,2024-07-27,Grimy cadantine
5770,-30.0,-11.0,108.0,29.0,5783.142857142857,5772.928571428572,5675.066666666667,-1.5714285714284415,7.714285714286234,0.9666666666662422,5784.0,217,2024-07-27,Grimy dwarf weed
3833,0.0,30.0,92.0,252.0,3849.428571428572,3826.214285714286,3744.8333333333335,4.285714285714221,6.5714285714284415,8.400000000000091,3848.0,21626,2024-07-27,Grimy fellstalk
368,5.0,12.0,-30.0,-29.0,359.7142857142857,365.57142857142856,394.1666666666667,1.7142857142857224,-2.142857142857167,-0.96666666666664,368.0,199,2024-07-27,Grimy guam
2987,52.0,256.0,547.0,785.0,2863.714285714286,2760.0714285714284,2504.233333333333,36.57142857142844,39.07142857142844,26.166666666666515,3001.0,205,2024-07-27,Grimy harralander
591,20.0,93.0,94.0,142.0,536.5714285714286,517.1428571428571,489.3333333333333,13.28571428571422,6.714285714285666,4.733333333333292,592.0,209,2024-07-27,Grimy irit
4248,85.0,519.0,439.0,876.0,3969.142857142857,3828.285714285714,3703.9,74.14285714285734,31.357142857142662,29.200000000000276,4257.0,213,2024-07-27,Grimy kwuarm
5401,-28.0,-238.0,-330.0,-51.0,5406.428571428572,5548.5,5441.733333333334,-34.0,-23.57142857142844,-1.699999999999818,5396.0,2485,2024-07-27,Grimy lantadyme
5960,-64.0,274.0,341.0,18.0,5859.571428571428,5795.214285714285,5806.3,39.14285714285688,24.357142857142208,0.6000000000003638,5983.0,201,2024-07-27,Grimy marrentill
3818,4.0,31.0,153.0,538.0,3802.857142857143,3775.571428571429,3669.4666666666662,4.428571428571104,10.928571428571104,17.933333333333394,3828.0,207,2024-07-27,Grimy ranarr
1269,0.0,-49.0,-34.0,-187.0,1282.0,1297.642857142857,1347.5333333333333,-7.0,-2.4285714285715585,-6.2333333333333485,1270.0,3051,2024-07-27,Grimy snapdragon
6233,0.0,203.0,454.0,296.0,6118.857142857143,5986.285714285715,5933.766666666666,29.0,32.42857142857156,9.866666666666788,6239.0,12174,2024-07-27,Grimy spirit weed
196,0.0,-8.0,11.0,3.0,198.0,197.5,191.76666666666668,-1.1428571428571388,0.7857142857142776,0.1000000000000227,194.0,203,2024-07-27,Grimy tarromin
5513,-39.0,179.0,209.0,665.0,5430.714285714285,5383.214285714285,5215.666666666667,25.57142857142844,14.928571428570647,22.16666666666697,5525.0,3049,2024-07-27,Grimy toadflax
4691,0.0,-135.0,246.0,1091.0,4784.857142857143,4702.071428571428,4379.066666666667,-19.28571428571377,17.57142857142844,36.36666666666679,4695.0,219,2024-07-27,Grimy torstol
2383,0.0,-110.0,-110.0,-290.0,2383.0,2438.0,2502.6666666666665,-15.71428571428578,-7.857142857142662,-9.66666666666697,2381.0,14836,2024-07-26,Grimy wergali
1487,0.0,55.0,61.0,47.0,1463.428571428571,1446.428571428571,1440.6666666666667,7.857142857142662,4.357142857142662,1.5666666666668334,1490.0,55697,2024-07-27,Ground miasma rune
1281,0.0,46.0,83.0,109.0,1254.7142857142858,1239.571428571429,1212.2,6.571428571428669,5.928571428571559,3.63333333333344,1282.0,9594,2024-07-27,Ground mud runes
793,0.0,27.0,59.0,57.0,789.1428571428571,777.5714285714286,754.4,3.857142857142776,4.214285714285666,1.8999999999999773,795.0,91,2024-07-27,Guam potion (unf)
2552,0.0,-49.0,-49.0,-217.0,2559.0,2580.0,2623.2,-7.0,-3.5,-7.233333333333576,2555.0,48588,2024-07-27,Guarana
129,0.0,3.0,3.0,3.0,129.0,127.5,126.7,0.4285714285714164,0.2142857142857082,0.1000000000000085,127.0,7652,2024-06-07,Guthix balance (unf)
31,0.0,1.0,1.0,1.0,31.0,30.5,30.23333333333333,0.1428571428571423,0.0714285714285729,0.0333333333333349,29.0,7658,2014-09-11,Guthix balance (unf)
92,0.0,3.0,3.0,3.0,92.0,90.5,89.7,0.4285714285714306,0.2142857142857082,0.1000000000000085,90.0,7654,2024-02-14,Guthix balance (unf)
58,0.0,1.0,1.0,1.0,58.0,57.5,57.23333333333333,0.1428571428571459,0.0714285714285694,0.0333333333333314,56.0,7656,2023-09-04,Guthix balance (unf)
4836,0.0,153.0,206.0,208.0,4792.285714285715,4730.071428571428,4662.566666666667,21.85714285714312,14.714285714285325,6.933333333333394,4852.0,32947,2024-07-27,Harmony moss
4491,0.0,188.0,367.0,620.0,4383.571428571428,4304.928571428572,4164.6,26.85714285714312,26.214285714286238,20.66666666666697,4499.0,97,2024-07-27,Harralander potion (unf)
966,31.0,77.0,45.0,56.0,913.1428571428572,915.6428571428572,919.0666666666668,11.0,3.2142857142856656,1.8666666666666745,970.0,48575,2024-07-27,Inert adrenaline crystal
1706,0.0,27.0,27.0,23.0,1706.0,1692.5,1690.0333333333333,3.8571428571428896,1.9285714285713311,0.7666666666666515,1710.0,101,2024-07-27,Irit potion (unf)
1000,0.0,31.0,113.0,189.0,1004.7142857142856,973.4285714285714,901.0,4.428571428571331,8.071428571428555,6.2999999999999545,1003.0,247,2024-07-27,Jangerberries
1,0.0,-1.0,-1.0,-1.0,1.0,1.5,1.7666666666666666,-0.1428571428571428,-0.0714285714285714,-0.0333333333333334,2.0,19996,2023-04-16,Juju vial
6,0.0,-1.0,-1.0,-1.0,6.0,6.5,6.766666666666667,-0.1428571428571432,-0.0714285714285711,-0.0333333333333332,4.0,19994,2024-07-27,Juju vial of water
15236,0.0,385.0,385.0,385.0,15236.0,15043.5,14940.833333333334,55.0,27.5,12.83333333333394,15302.0,10111,2024-07-03,Kebbit teeth dust
5490,0.0,158.0,158.0,124.0,5490.0,5411.0,5363.933333333333,22.57142857142844,11.285714285714675,4.133333333333212,5513.0,105,2024-07-25,Kwuarm potion (unf)
7048,0.0,77.0,249.0,484.0,6993.0,6945.142857142857,6804.533333333334,11.0,17.785714285713766,16.13333333333412,7063.0,2483,2024-07-27,Lantadyme potion (unf)
357,0.0,-3.0,-3.0,-3.0,357.0,358.5,359.3,-0.4285714285714448,-0.2142857142857224,-0.0999999999999659,356.0,11330,2024-05-27,Leaping salmon
362,0.0,9.0,9.0,9.0,362.0,357.5,355.1,1.2857142857142776,0.6428571428571672,0.3000000000000113,361.0,11332,2024-05-03,Leaping sturgeon
336,0.0,2.0,2.0,2.0,336.0,335.0,334.46666666666664,0.2857142857142776,0.1428571428571672,0.0666666666666628,335.0,11328,2024-06-29,Leaping trout
531,14.0,-13.0,-21.0,18.0,530.2857142857143,537.6428571428571,531.4666666666667,-1.857142857142776,-1.5,0.6000000000000227,530.0,225,2024-07-27,Limpwurt root
4262,0.0,123.0,123.0,119.0,4226.857142857143,4182.928571428572,4159.9,17.57142857142844,8.785714285714675,3.966666666666242,4276.0,48582,2024-07-27,Lychee
6490,0.0,211.0,211.0,491.0,6490.0,6384.5,6290.9,30.142857142856883,15.071428571428442,16.36666666666588,6520.0,48580,2024-07-15,Mango
4047,0.0,139.0,248.0,473.0,3967.571428571429,3906.642857142857,3788.533333333333,19.857142857142662,17.71428571428578,15.766666666666424,4053.0,93,2024-07-27,Marrentill potion (unf)
2168,0.0,1.0,-1.0,-6.0,2168.0,2167.928571428572,2170.1,0.1428571428573377,-0.0714285714284415,-0.2000000000002728,2172.0,10915,2011-02-06,Mixture - step 1 (1)
4335,0.0,1.0,-1.0,-2.0,4334.857142857143,4334.714285714285,4335.866666666667,0.1428571428577925,-0.071428571429351,-0.066666666666606,4346.0,10913,2011-02-05,Mixture - step 1 (2)
3986,0.0,-186.0,-186.0,-186.0,3986.0,4079.0,4128.6,-26.57142857142844,-13.28571428571422,-6.199999999999818,3984.0,10911,2021-09-26,Mixture - step 1 (3)
8200,0.0,-220.0,-220.0,-220.0,8200.0,8310.0,8368.666666666666,-31.42857142857065,-15.714285714286234,-7.33333333333394,8209.0,10909,2015-10-24,Mixture - step 1 (4)
2254,0.0,86.0,86.0,86.0,2254.0,2211.0,2188.0666666666666,12.28571428571422,6.142857142857338,2.866666666666788,2264.0,10923,2016-01-18,Mixture - step 2 (1)
4335,0.0,1.0,-1.0,-2.0,4334.857142857143,4334.714285714285,4335.866666666667,0.1428571428577925,-0.071428571429351,-0.066666666666606,4346.0,10921,2011-02-05,Mixture - step 2 (2)
72,0.0,3.0,3.0,3.0,72.0,70.5,69.7,0.4285714285714306,0.2142857142857082,0.1000000000000085,70.0,10919,2023-12-12,Mixture - step 2 (3)
9216,0.0,283.0,283.0,283.0,9216.0,9074.5,8999.033333333333,40.42857142857065,20.214285714286238,9.433333333332484,9258.0,10917,2016-01-03,Mixture - step 2 (4)
9375,0.0,-602.0,-926.0,-1625.0,9628.142857142857,9886.07142857143,10192.166666666666,-86.0,-66.14285714285688,-54.16666666666788,9399.0,21622,2024-07-27,Morchella mushroom
3982,-60.0,154.0,-127.0,68.0,3987.428571428572,3987.071428571429,3994.033333333333,22.0,-9.071428571428896,2.266666666666424,4002.0,2970,2024-07-27,Mort myre fungus
1094,10.0,34.0,147.0,74.0,1073.0,1050.428571428571,999.5,4.85714285714289,10.5,2.466666666666697,1096.0,43995,2024-07-27,Mycelial webbing
312,0.0,2.0,2.0,2.0,312.0,311.0,310.46666666666664,0.2857142857142776,0.1428571428571672,0.0666666666666628,311.0,10937,2024-07-17,Nail beast nails
491,0.0,-5.0,11.0,-4.0,493.1428571428572,491.1428571428572,486.7,-0.7142857142856656,0.7857142857143344,-0.1333333333333257,490.0,6018,2024-07-27,Poison ivy berries
163,0.0,-5.0,-2.0,-3.0,165.85714285714286,166.92857142857142,167.2,-0.7142857142857224,-0.1428571428571672,-0.1000000000000227,161.0,48921,2024-07-27,Poison slime
3182,-80.0,-429.0,-484.0,-470.0,3459.285714285714,3571.3571428571427,3597.4,-61.28571428571422,-34.571428571428896,-15.666666666666517,3192.0,3138,2024-07-27,Potato cactus
15608,-246.0,-877.0,-160.0,-65.0,16118.142857142857,16071.857142857143,15767.233333333334,-125.28571428571377,-11.428571428570647,-2.1666666666660603,15605.0,23191,2024-07-27,Potion flask
1,0.0,-1.0,-1.0,-1.0,1.0,1.5,1.7666666666666666,-0.1428571428571428,-0.0714285714285714,-0.0333333333333334,2.0,48960,2023-06-23,Powerburst vial
981,41.0,78.0,76.0,139.0,930.7142857142856,917.5714285714286,894.1333333333333,11.14285714285711,5.428571428571445,4.633333333333326,985.0,48962,2024-07-27,Primal extract
249,0.0,11.0,11.0,32.0,249.0,243.5,234.4333333333333,1.5714285714285836,0.7857142857142776,1.0666666666666629,248.0,43985,2024-07-26,Rabbit teeth
5560,0.0,9.0,131.0,636.0,5556.142857142857,5518.714285714285,5323.0,1.285714285713766,9.357142857142208,21.199999999999815,5569.0,99,2024-07-27,Ranarr potion (unf)
165,0.0,-4.0,2.0,6.0,165.14285714285714,165.28571428571428,163.43333333333334,-0.5714285714285836,0.1428571428571388,0.200000000000017,163.0,223,2024-07-27,Red spiders' eggs
92,0.0,1.0,1.0,1.0,92.0,91.5,91.23333333333332,0.1428571428571388,0.0714285714285694,0.0333333333333314,90.0,11324,2024-06-16,Roe
2294,0.0,68.0,68.0,68.0,2294.0,2260.0,2241.866666666667,9.71428571428578,4.857142857142662,2.266666666666879,2303.0,4840,2024-04-12,Rogue's purse potion (unf)
5780,0.0,174.0,174.0,225.0,5705.428571428572,5655.714285714285,5624.1,24.85714285714312,12.428571428570647,7.5,5797.0,7650,2024-07-27,Silver dust
3023,0.0,-4.0,-4.0,5.0,3023.5714285714284,3025.285714285714,3024.4,-0.5714285714288962,-0.2857142857142207,0.1666666666669698,3029.0,3004,2024-07-27,Snapdragon potion (unf)
378,-14.0,-17.0,13.0,36.0,395.57142857142856,386.2857142857143,366.3333333333333,-2.428571428571445,0.9285714285714448,1.1999999999999886,375.0,231,2024-07-27,Snape grass
1122,0.0,40.0,78.0,126.0,1103.857142857143,1084.571428571429,1049.1666666666667,5.714285714285779,5.571428571428669,4.2000000000000455,1123.0,48923,2024-07-27,Spark chitin
506,0.0,3.0,4.0,-43.0,503.8571428571428,506.0,514.1333333333333,0.4285714285713879,0.2857142857142776,-1.433333333333394,506.0,43987,2024-07-27,Spider fangs
914,-31.0,-25.0,-61.0,-128.0,938.0,935.5,988.6666666666666,-3.571428571428555,-4.35714285714289,-4.266666666666652,911.0,43997,2024-07-27,Spider venom
7591,0.0,271.0,584.0,761.0,7513.571428571428,7416.785714285715,7168.733333333334,38.714285714285325,41.71428571428624,25.366666666666788,7630.0,12181,2024-07-27,Spirit weed potion (unf)
7434,0.0,-251.0,-783.0,-787.0,7543.142857142857,7708.357142857143,7988.3,-35.85714285714312,-55.92857142857156,-26.233333333333576,7452.0,43977,2024-07-27,Springsheared wool
882,0.0,-6.0,-6.0,-9.0,885.4285714285714,886.7142857142857,887.6,-0.8571428571428896,-0.4285714285714448,-0.2999999999999545,882.0,48712,2024-07-27,Stinkfly
6497,-174.0,-604.0,-1199.0,-1454.0,6787.714285714285,7018.142857142857,7540.133333333333,-86.28571428571468,-85.64285714285779,-48.46666666666715,6491.0,43975,2024-07-27,Summerdown wool
328,-5.0,-12.0,1.0,-18.0,331.57142857142856,334.2857142857143,334.2333333333333,-1.7142857142857224,0.0714285714285551,-0.5999999999999659,326.0,1939,2024-07-27,Swamp tar
1764,-32.0,-32.0,-14.0,-97.0,1791.428571428571,1787.2857142857142,1817.2333333333331,-4.571428571428669,-1.0,-3.2333333333333485,1765.0,2150,2024-07-27,Swamp toad
615,0.0,3.0,3.0,-7.0,614.1428571428571,613.0714285714286,616.1666666666666,0.4285714285714448,0.2142857142856655,-0.2333333333333485,615.0,95,2024-07-27,Tarromin potion (unf)
1816,0.0,-14.0,-14.0,1.0,1816.0,1823.0,1824.2333333333331,-2.0,-1.0,0.033333333333303,1818.0,2152,2024-07-18,Toad's legs
7087,26.0,-194.0,47.0,613.0,7127.571428571428,7213.214285714285,6993.666666666667,-27.714285714286238,3.3571428571422075,20.433333333333398,7112.0,3002,2024-07-27,Toadflax potion (unf)
2848,0.0,46.0,46.0,10.0,2848.0,2825.0,2815.133333333333,6.5714285714284415,3.2857142857142208,0.3333333333330301,2857.0,48711,2024-07-21,Tombshroom
3139,0.0,-53.0,13.0,-108.0,3176.8571428571427,3175.0,3165.0,-7.571428571428896,0.9285714285715584,-3.599999999999909,3147.0,111,2024-07-27,Torstol potion (unf)
953,16.0,-9.0,-55.0,-135.0,944.8571428571428,955.4285714285714,1018.5666666666668,-1.2857142857142208,-3.928571428571445,-4.5,953.0,237,2024-07-27,Unicorn horn
790,0.0,62.0,105.0,162.0,765.7142857142857,744.2857142857143,697.9666666666667,8.857142857142776,7.5,5.399999999999977,792.0,235,2024-07-27,Unicorn horn dust
1915,0.0,-71.0,-71.0,-38.0,1945.4285714285716,1965.7142857142856,1939.2333333333331,-10.142857142857338,-5.0714285714284415,-1.2666666666666515,1917.0,3325,2024-07-27,Vampyre dust
2,1.0,1.0,1.0,1.0,1.1428571428571428,1.0714285714285714,1.0333333333333334,0.1428571428571428,0.0714285714285714,0.0333333333333334,3.0,229,2024-02-12,Vial
86,-1.0,-5.0,-1.0,3.0,88.28571428571429,89.14285714285714,87.13333333333334,-0.7142857142857082,-0.0714285714285694,0.1000000000000085,84.0,227,2024-07-27,Vial of water
3511,0.0,-148.0,-148.0,-148.0,3511.0,3585.0,3624.4666666666662,-21.142857142857338,-10.571428571428442,-4.933333333333394,3510.0,14856,2024-06-17,Wergali potion (unf)
2674,4.0,-100.0,-61.0,-75.0,2694.1428571428573,2732.5,2717.9333333333334,-14.28571428571422,-4.357142857142662,-2.5,2677.0,239,2024-07-27,White berries
29954,0.0,1342.0,1342.0,1994.0,28995.42857142857,28803.714285714286,28549.33333333333,191.71428571428623,95.85714285714494,66.46666666666715,30011.0,28253,2024-07-27,Wine of Guthix
39902,792.0,1327.0,1003.0,1409.0,38958.857142857145,38530.857142857145,38848.333333333336,189.57142857142756,71.64285714286234,46.96666666666715,40010.0,28256,2024-07-27,Wine of Saradomin
697,-3.0,-43.0,-56.0,-26.0,716.7142857142857,724.4285714285714,726.8666666666667,-6.142857142857224,-4.0,-0.8666666666666742,695.0,245,2024-07-27,Wine of Zamorak
7528,0.0,-281.0,-477.0,-398.0,7568.142857142857,7716.571428571428,7870.133333333333,-40.14285714285779,-34.07142857142844,-13.266666666666424,7535.0,43979,2024-07-27,Winterwold wool
147419,0.0,4328.0,416.0,-12553.0,146339.14285714287,145072.92857142858,150539.56666666668,618.2857142857392,29.714285714289872,-418.43333333331975,147986.0,43989,2024-07-27,Yak milk
326,-4.0,4.0,-7.0,22.0,328.2857142857143,327.5,322.7,0.5714285714285552,-0.5,0.7333333333333485,325.0,43991,2024-07-27,Yak tuft
480,0.0,-3.0,-34.0,-39.0,481.7142857142857,491.7142857142857,505.6666666666667,-0.4285714285714448,-2.428571428571445,-1.2999999999999543,480.0,43983,2024-07-27,Zygomite fruit
